subject,file,link,lineno,PAR,experience-based,statistics-based,tuning machine,smell
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/recognition/vgg_face2_keras.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/recognition/vgg_face2_keras.py#L36,36,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/recognition/vgg_face2_keras.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/recognition/vgg_face2_keras.py#L49,49,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/recognition/vgg_face2_keras.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/recognition/vgg_face2_keras.py#L59,59,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/recognition/vgg_face2_keras.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/recognition/vgg_face2_keras.py#L79,79,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/recognition/vgg_face2_keras.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/recognition/vgg_face2_keras.py#L97,97,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/recognition/vgg_face2_keras.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/recognition/vgg_face2_keras.py#L118,118,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/recognition/vgg_face2_keras.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/recognition/vgg_face2_keras.py#L155,155,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/recognition/vgg_face2_keras.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/recognition/vgg_face2_keras.py#L205,205,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/_config.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/_config.py#L19,19,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/_config.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/_config.py#L33,33,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/_base.py#L12,12,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/_base.py#L19,19,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/_base.py#L26,26,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/_base.py#L38,38,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/_base.py#L42,42,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/seamless_clone.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/seamless_clone.py#L19,19,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/color_transfer.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/color_transfer.py#L41,41,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/color_transfer.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/color_transfer.py#L127,127,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/color_transfer.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/color_transfer.py#L149,149,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/color_transfer.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/color_transfer.py#L180,180,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/manual_balance.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/manual_balance.py#L12,12,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/manual_balance.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/manual_balance.py#L27,27,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/manual_balance.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/manual_balance.py#L42,42,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/avg_color.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/avg_color.py#L11,11,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/match_hist.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/match_hist.py#L12,12,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/match_hist.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/match_hist.py#L22,22,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/_base.py#L13,13,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/_base.py#L20,20,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/_base.py#L33,33,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/_base.py#L41,41,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/_base.py#L51,51,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/_base.py#L58,58,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/_base.py#L62,62,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/_base.py#L67,67,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/pillow.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/pillow.py#L12,12,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/pillow.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/pillow.py#L19,19,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/pillow.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/pillow.py#L28,28,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/pillow.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/pillow.py#L43,43,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/pillow.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/pillow.py#L52,52,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/pillow.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/pillow.py#L66,66,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/gif.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/gif.py#L13,13,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/gif.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/gif.py#L21,21,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/gif.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/gif.py#L28,28,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/gif.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/gif.py#L40,40,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/gif.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/gif.py#L47,47,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/gif.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/gif.py#L60,60,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/gif.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/gif.py#L72,72,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/gif.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/gif.py#L80,80,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/gif.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/gif.py#L92,92,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L16,16,6,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L26,26,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L36,36,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L44,44,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L51,51,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L60,60,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L84,84,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L95,95,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L105,105,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L116,116,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L126,126,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L138,138,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L143,143,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/ffmpeg.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/ffmpeg.py#L189,189,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/opencv.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/opencv.py#L12,12,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/opencv.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/opencv.py#L18,18,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/opencv.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/opencv.py#L27,27,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/opencv.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/opencv.py#L40,40,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/opencv.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/opencv.py#L49,49,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/opencv.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/opencv.py#L55,55,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/box_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/box_blend.py#L24,24,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/box_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/box_blend.py#L28,28,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/box_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/box_blend.py#L55,55,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/_base.py#L13,13,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/_base.py#L59,59,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/_base.py#L69,69,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/_base.py#L76,76,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/_base.py#L81,81,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/_base.py#L110,110,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/_base.py#L119,119,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/mask_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/mask_blend.py#L25,25,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/mask_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/mask_blend.py#L30,30,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/mask_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/mask_blend.py#L55,55,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/mask_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/mask_blend.py#L94,94,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/mask_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/mask_blend.py#L118,118,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/mask_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/mask_blend.py#L140,140,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/scaling/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/scaling/_base.py#L12,12,1,0,0,0,False
